trail_name,length,difficulty,city,popularity,rating,local_club,tot_climb,tot_descent,ave_grade,max_grade,max_elevation,min_elevation,dog_policy,e_bike_policy
john's 99,1.8,INTERMEDIATE,Park City,0.484913793,3.6,Mountain Trails Foundation,102,242,4,8,8301,8085,Unknown,Unknown
more hoes,4.1,DIFFICULT,Maeser,0.483836207,3.6,BLM Utah - Vernal Office,467,468,4,23,5369,5059,Off-leash,Unknown
rowdy,0.5,INTERMEDIATE,Moab,0.482758621,3.6,Moab Trail Mix,24,19,1,3,5848,5824,Leashed,Not Allowed
miners loop,1.9,DIFFICULT,Moab,0.481681034,3.6,,270,261,5,16,4927,4691,Leashed,Not Allowed
lower serenity,0.5,INTERMEDIATE/DIFFICULT,Alta,0.480603448,3.6,,64,127,7,18,8196,8068,No Dogs,Unknown
paper airplane,1.8,INTERMEDIATE,Wolf Creek,0.479525862,3.5,Powder Mountain Ski Resort,217,177,4,14,8669,8453,Unknown,Unknown
highway 128 paved path,2.5,EASY,Moab,0.478448276,3.7,,52,27,1,2,3996,3969,Leashed,Not Allowed
ogden canyon overlook trail,2.1,INTERMEDIATE,Ogden,0.47737069,3.7,"USFS - Uinta, Wasatch & Cache National Forests Office",883,0,8,19,7136,6253,Leashed,Unknown
south draw road,5.7,INTERMEDIATE,Loa,0.476293103,3.7,NPS - Capitol Reef National Park,249,980,4,29,6903,5923,Unknown,Unknown
dry canyon trail #049,5.3,DIFFICULT,Lindon,0.475215517,3.7,,3066,991,15,35,8325,5492,Unknown,Unknown
red butte north trail,0.9,DIFFICULT,Salt Lake City,0.474137931,3.7,"USFS - Uinta, Wasatch & Cache National Forests Office",230,174,9,25,5357,5127,Leashed,Unknown
rattler,1.2,INTERMEDIATE,Draper,0.473060345,3.3,,311,12,5,9,5420,5117,No Dogs,Allowed
roadrunner,0.6,INTERMEDIATE/DIFFICULT,Kanab,0.471982759,3.7,Kanab Cycling Club,14,48,2,9,5109,5063,Unknown,Unknown
historic babylon trail,2.8,INTERMEDIATE/DIFFICULT,Leeds,0.470905172,3.7,,769,0,5,13,3709,2940,Unknown,Unknown
waterfall canyon trail,1.2,INTERMEDIATE/DIFFICULT,South Ogden,0.469827586,3.7,Ogden Trails Network,5,1079,17,33,5845,4771,Leashed,Unknown
little valley loop trail,0.7,EASY/INTERMEDIATE,Draper,0.46875,3.7,"City of Draper, UT - Parks and Trails",102,53,4,11,5544,5447,Leashed,Unknown
arch loop,2.7,INTERMEDIATE/DIFFICULT,Moab,0.467672414,3.7,,295,177,3,14,4934,4644,Leashed,Unknown
mojave,0.9,INTERMEDIATE,Park City,0.466594828,3.7,,0,355,7,15,8729,8374,Unknown,Unknown
high rollas,4.5,INTERMEDIATE/DIFFICULT,Maeser,0.465517241,3.7,NUMB (Northeastern Utah Mountain Bikers),414,179,2,19,5440,5180,Off-leash,Unknown
potato hill trail,0.6,INTERMEDIATE,Draper,0.464439655,3.5,"City of Draper, UT - Parks and Trails",178,11,6,12,5520,5343,Leashed,Allowed
fazzari,1.4,DIFFICULT,Liberty,0.463362069,3.7,,0,910,12,32,6308,5397,Unknown,Unknown
rojo trail,3.2,DIFFICULT,Maeser,0.462284483,3.7,NUMB (Northeastern Utah Mountain Bikers),90,809,5,19,6848,6127,Unknown,Unknown
jackalope,7,INTERMEDIATE/DIFFICULT,Maeser,0.461206897,3.7,BLM Utah - Vernal Office,985,991,5,24,6259,5315,Unknown,Unknown
lakeshore trail section 2,3.4,INTERMEDIATE,Loa,0.46012931,3.7,USFS - Fishlake National Forest Office,325,301,4,10,9133,8867,Leashed,Unknown
entrance intermediate trail,2.4,INTERMEDIATE,Kamas,0.459051724,3.4,South Summit Trails Foundation,486,402,7,22,6905,6419,Off-leash,Unknown
solamere connector,1.1,INTERMEDIATE,Park City,0.457974138,3.7,Mountain Trails Foundation,0,400,7,11,7528,7128,Off-leash,Unknown
ghost flats #7,3.4,DIFFICULT,Cedar City,0.456896552,3.5,,1756,70,10,33,7694,6007,Unknown,Unknown
moab rim trail,3.5,DIFFICULT,Moab,0.455818966,3.1,Moab Trails Alliance,1104,214,7,26,4893,4003,Leashed,Unknown
pair,0.8,INTERMEDIATE,Moab,0.454741379,3.5,Dead Horse Point State Park,67,57,3,6,5921,5855,No Dogs,Allowed
desert view,1.7,EASY/INTERMEDIATE,Ferron,0.453663793,3.4,Utah State Parks,106,107,2,7,5217,5114,No Dogs,Allowed
mill canyon #40,3.8,DIFFICULT,Alta,0.452586207,3.4,,1905,24,10,51,8337,6446,Unknown,Allowed
agate loop,1.7,EASY,Moab,0.451508621,3.3,Moab Trail Mix,85,85,2,6,4766,4716,Leashed,Unknown
baby steps singletrack loop 1,1.2,INTERMEDIATE,Moab,0.450431034,3.4,Moab Trail Mix,141,148,5,10,5046,4926,Leashed,Unknown
cross canyon,1.3,INTERMEDIATE,Moab,0.449353448,3.2,Moab Trail Mix,137,40,3,10,4632,4508,Leashed,Not Allowed
jacob's (jackson's) ladder,0.4,VERY DIFFICULT,Moab,0.448275862,3.5,,444,2,19,60,4551,4107,Leashed,Unknown
notch,0.5,DIFFICULT,Moab,0.447198276,3.2,,52,128,7,39,7235,7106,Leashed,Not Allowed
white trail,3.2,INTERMEDIATE,Hurricane,0.44612069,3.2,Trail Alliance of Southern Utah (TASU),272,79,2,8,5380,5163,Unknown,Allowed
sand flats road,16,EASY,Moab,0.445043103,3.5,,3701,87,4,16,7790,4177,Leashed,Allowed
riverview,5.4,INTERMEDIATE,Heber,0.443965517,3.5,,526,344,3,11,6360,6083,Unknown,Unknown
shay ridge trail (162),5.1,DIFFICULT,Monticello,0.442887931,3.5,,511,2310,10,25,10843,8533,Leashed,Not Allowed
sidewinder,0.6,EASY/INTERMEDIATE,Herriman,0.441810345,3.5,"Herriman City, UT - Trails",19,61,3,5,5421,5360,Unknown,Unknown
leatham hollow trail,4.1,DIFFICULT,Hyrum,0.440732759,3.5,"USFS - Uinta, Wasatch & Cache National Forests Office",2190,34,10,23,7365,5210,Unknown,Unknown
luke's trail,3,INTERMEDIATE,Carbonville,0.439655172,3.5,BLM Utah-Price Field Office,314,18,2,23,6280,5984,Unknown,Unknown
red reef east,0.7,INTERMEDIATE,Leeds,0.438577586,3.5,,117,17,3,14,3325,3210,Off-leash,Unknown
maple hollow trailhead access from ann's trail,1.1,INTERMEDIATE,Draper,0.4375,3.5,,379,0,6,11,6162,5783,Leashed,Unknown
dike trail,1.5,INTERMEDIATE/DIFFICULT,Parowan,0.436422414,3.5,USFS - Dixie National Forest Office,0,526,7,18,9665,9139,Unknown,Unknown
city creek trail,2.7,INTERMEDIATE/DIFFICULT,Saint George,0.435344828,3.2,,275,348,4,14,3270,3056,Unknown,Unknown
perimeter trail,15.9,INTERMEDIATE/DIFFICULT,Francis,0.434267241,3.3,,1211,1104,3,14,6385,6172,Leashed,Not Allowed
terry's tunnel,0.9,VERY DIFFICULT,Moab,0.433189655,3.4,State of Utah School and Institutional Trust Lands Administration,62,167,5,10,4630,4476,Leashed,Allowed
iron bill,2,INTERMEDIATE/DIFFICULT,Snyderville,0.432112069,3.1,Mountain Trails Foundation,561,62,6,22,7256,6745,Unknown,Unknown
gold bar,2.3,DIFFICULT,Moab,0.431034483,3.3,Moab Trail Mix,459,137,5,12,5049,4621,Leashed,Unknown
bst: deer fence,2.9,EASY/INTERMEDIATE,River Heights,0.429956897,3.3,,228,222,3,8,5257,5047,Unknown,Unknown
river trail,2.9,EASY,North Logan,0.42887931,3.3,"USFS - Uinta, Wasatch & Cache National Forests Office",353,71,3,10,5044,4753,Unknown,Unknown
bonneville shoreline,2,EASY,North Logan,0.427801724,3.3,Bonneville Shoreline Trail,417,120,5,15,5063,4706,Unknown,Unknown
wrangler,0.7,EASY,Moab,0.426724138,3.3,Moab Trail Mix,35,36,2,7,5837,5806,Leashed,Not Allowed
topspin,1.3,INTERMEDIATE,Moab,0.425646552,3.3,Moab Trail Mix,98,98,3,11,4480,4414,Leashed,Not Allowed
cobblestone loop,2.5,EASY/INTERMEDIATE,Summit Park,0.424568966,3.3,Basin Recreation,475,232,5,13,6940,6505,Unknown,Unknown
lower krã¼zer,0.8,INTERMEDIATE/DIFFICULT,Alta,0.423491379,3.3,,35,382,10,18,8589,8237,No Dogs,Unknown
cove wash access trail,1,INTERMEDIATE,Santa Clara,0.422413793,3.3,,319,5,6,17,3121,2807,Unknown,Unknown
tipple,1.2,INTERMEDIATE,Leeds,0.421336207,3.3,Trail Alliance of Southern Utah (TASU),143,155,5,17,3387,3238,Leashed,Unknown
sidestep (north),0.7,INTERMEDIATE/DIFFICULT,Moab,0.420258621,3.3,,191,15,6,11,4979,4796,Leashed,Unknown
lathrop canyon,4,INTERMEDIATE/DIFFICULT,Moab,0.419181034,3.5,,151,638,4,26,4402,3915,No Dogs,Unknown
skyline nrt #225,12.4,DIFFICULT,Junction,0.418103448,3.5,USFS - Fishlake National Forest Office,2363,2031,7,25,11065,10098,Off-leash,Unknown
juniper flow,0.7,INTERMEDIATE,Herriman,0.417025862,3.5,,1,166,5,8,5117,4951,Unknown,Unknown
blackhawk trail #084,14.6,DIFFICULT,Mona,0.415948276,3.5,"USFS - Uinta, Wasatch & Cache National Forests Office",3365,2607,8,22,8420,6952,Unknown,Unknown
coyote hollow road (fsr #113),2.1,EASY,Panguitch,0.41487069,3.5,,250,0,2,6,8057,7806,Unknown,Unknown
doctor's dozen,5,INTERMEDIATE,Wolf Creek,0.413793103,3.5,Powder Mountain Ski Resort,517,814,5,15,8805,8275,Unknown,Unknown
jimmy reed creek - bosman #064,7.7,INTERMEDIATE,Beaver,0.412715517,3.5,USFS - Fishlake National Forest Office,1294,1152,6,21,10037,9332,Off-leash,Unknown
white pine lake,3.5,VERY DIFFICULT,Richmond,0.411637931,3.5,,767,466,7,21,8830,8072,Unknown,Unknown
lower riverview trail,3.4,INTERMEDIATE,Heber,0.410560345,3.5,,181,195,2,6,5973,5866,Off-leash,Unknown
salamander flat trail #150,1.9,INTERMEDIATE,Cedar Hills,0.409482759,3.5,"USFS - Uinta, Wasatch & Cache National Forests Office",306,131,4,17,7594,7364,Unknown,Allowed
upper albion meadows trail,1.5,INTERMEDIATE/DIFFICULT,Alta,0.408405172,3.5,Alta Ski Area,729,0,9,19,9401,8673,No Dogs,Unknown
western mesa,6,DIFFICULT,Moab,0.407327586,3.5,,532,423,3,13,4962,4677,Unknown,Unknown
js grunt,1,VERY DIFFICULT,Washington,0.40625,3.5,,62,111,3,10,2750,2685,Unknown,Unknown
dead tree trail,0.8,DIFFICULT,Park City,0.405172414,3.5,,8,466,11,16,9763,9305,Unknown,Unknown
floating rocks,1.4,INTERMEDIATE/DIFFICULT,Spring Glen,0.404094828,3.5,BLM Utah-Price Field Office,12,252,4,9,6588,6349,Unknown,Unknown
moose hollow,1.4,DIFFICULT,Summit Park,0.403017241,3.5,Mountain Trails Foundation,0,643,9,22,6884,6241,Leashed,Unknown
red potato hill,0.8,INTERMEDIATE,Draper,0.40625,3.5,"City of Draper, UT - Parks and Trails",267,0,7,13,5509,5242,Unknown,Allowed
hideout-carter creek spur #002.a,0.8,INTERMEDIATE/DIFFICULT,Manila,0.405172414,3.5,USFS - Ashley National Forest Office,26,35,1,3,7697,7662,Unknown,Unknown
lakeshore trail section 1,3.2,EASY,Loa,0.404094828,3.5,USFS - Fishlake National Forest Office,19,89,1,5,8923,8851,Leashed,Unknown
mustang pass,2.8,INTERMEDIATE/DIFFICULT,Washington,0.403017241,3.5,Trail Alliance of Southern Utah (TASU),330,288,4,8,3517,3197,Unknown,Unknown
aqueduct,0.8,INTERMEDIATE,Midway,0.401939655,3.5,Wasatch Trails Alliance,7,136,3,9,6073,5944,Unknown,Allowed
pine hollow #47,1.9,DIFFICULT,Alpine,0.400862069,3.5,"USFS - Uinta, Wasatch & Cache National Forests Office",1084,5,11,27,7852,6773,Unknown,Allowed
par course trail,0.6,EASY,South Ogden,0.399784483,3.5,Ogden Trails Network,23,85,4,11,4896,4818,Leashed,Unknown
pond trail,0.5,INTERMEDIATE,Ogden,0.398706897,3.5,Ogden Trails Network,6,138,5,15,5017,4882,Leashed,Unknown
the upper avenues,0.8,INTERMEDIATE,Summit Park,0.39762931,3.5,,0,237,6,13,7485,7248,Leashed,Unknown
dean's delight,0.6,INTERMEDIATE,Alta,0.396551724,3.5,"USFS - Uinta, Wasatch & Cache National Forests Office",127,0,4,12,8098,7972,No Dogs,Unknown
bear hollow trail,2.6,INTERMEDIATE/DIFFICULT,Richmond,0.395474138,3.5,"USFS - Uinta, Wasatch & Cache National Forests Office",187,887,8,15,8446,7607,Unknown,Unknown
bottom trail,2.1,DIFFICULT,Tooele,0.394396552,3.5,,1278,7,12,22,7013,5742,Leashed,Unknown
dog pound,0.2,DIFFICULT,Park City,0.393318966,3.5,Mountain Trails Foundation,10,84,9,19,8199,8126,Unknown,Unknown
ontario loop,0.9,INTERMEDIATE,Park City,0.392241379,3.5,Mountain Trails Foundation,126,107,5,15,8955,8853,Unknown,Unknown
a line,0.2,EASY,Draper,0.391163793,3.5,"City of Draper, UT - Parks and Trails",0,44,4,10,5461,5417,Leashed,Unknown
east trail,3.3,VERY DIFFICULT,Maeser,0.390086207,3.5,BLM Utah - Vernal Office,0,1962,11,35,7719,5757,Unknown,Unknown
c line,0.4,INTERMEDIATE,Draper,0.389008621,3.5,"City of Draper, UT - Parks and Trails",50,5,3,6,5466,5417,Leashed,Unknown
lower riverview st,1.7,INTERMEDIATE,Heber,0.387931034,3.5,,94,184,3,8,5916,5790,Unknown,Unknown
d line,0.2,INTERMEDIATE,Draper,0.386853448,3.5,"City of Draper, UT - Parks and Trails",3,32,4,10,5441,5410,Leashed,Unknown
b line,0.1,INTERMEDIATE,Draper,0.385775862,3.5,"City of Draper, UT - Parks and Trails",0,33,5,8,5462,5429,Leashed,Unknown
jumbled jonah,0.6,INTERMEDIATE,Enoch,0.384698276,3.5,,65,39,3,6,5895,5830,,Unknown
historic union pacific rail trail,27.9,EASY/INTERMEDIATE,Coalville,0.38362069,3.1,Utah State Parks,1468,102,1,7,6822,5456,Unknown,Unknown
hunter canyon rim,3.9,DIFFICULT,Moab,0.382543103,3.3,BLM Utah - Moab Field Office,330,811,6,24,4619,4048,Leashed,Unknown
lower indian creek trail (021),7.1,INTERMEDIATE,Monticello,0.381465517,3.3,,0,1270,3,14,7440,6170,Leashed,Not Allowed
princess di trail,7.5,INTERMEDIATE/DIFFICULT,Oakley,0.380387931,3.3,Basin Recreation,874,1297,5,23,7366,6319,Unknown,Unknown
birdsong trail,1,EASY,Ogden,0.379310345,3.1,,255,42,6,28,4626,4411,Unknown,Unknown
whiptail trail,2.9,EASY,Ivins,0.378232759,3.3,Utah State Parks - Snow Canyon,26,432,3,10,3558,3151,Unknown,Unknown
mt. van cott trail,2.2,VERY DIFFICULT,Salt Lake City,0.377155172,3.2,"USFS - Uinta, Wasatch & Cache National Forests Office",1040,1115,18,44,6304,5189,Leashed,Unknown
hog hollow road,2.6,INTERMEDIATE,Alpine,0.376077586,3.3,"City of Draper, UT - Parks and Trails",0,675,5,21,5859,5184,No Dogs,Allowed
left fork maple canyon trail #8006,1.2,INTERMEDIATE,Mapleton,0.375,3.8,"USFS - Uinta, Wasatch & Cache National Forests Office",406,1,6,17,5446,5041,Off-leash,Unknown
upper wheeler creek trail,3.7,INTERMEDIATE/DIFFICULT,Ogden,0.373922414,3.2,"USFS - Uinta, Wasatch & Cache National Forests Office",146,941,6,21,6268,5447,Leashed,Unknown
bulldog trail (504),5,DIFFICULT,Monticello,0.372844828,3.3,Moab Trail Mix,146,1207,5,13,8136,6953,Leashed,Not Allowed
solamere,0.9,EASY/INTERMEDIATE,Park City,0.371767241,3.3,Mountain Trails Foundation,79,95,4,7,7331,7244,Off-leash,Unknown
salt wash,4.5,INTERMEDIATE,Moab,0.370689655,3.2,Moab Trails Alliance,847,598,6,21,4833,4383,Leashed,Allowed
bow hunter,1.3,INTERMEDIATE/DIFFICULT,Park City,0.369612069,3.3,Mountain Trails Foundation,137,105,4,7,9080,8989,Unknown,Unknown
malachite,0.9,EASY/INTERMEDIATE,Moab,0.368534483,3.3,,150,107,6,15,4958,4809,Leashed,Unknown
bst: flight park to mike weir,5.6,INTERMEDIATE,Bluffdale,0.367456897,3.2,Bonneville Shoreline Trail,645,667,4,22,5348,5010,Leashed,Allowed
bill's sandy,1.2,INTERMEDIATE,Carbonville,0.36637931,3.3,BLM Utah-Price Field Office,136,0,2,4,6221,6085,Unknown,Unknown
fink again,1.1,INTERMEDIATE,Summit Park,0.365301724,3.2,Basin Recreation,295,0,8,13,6717,6422,Unknown,Not Allowed
deer crest,1.9,DIFFICULT,Park City,0.364224138,3.3,Mountain Trails Foundation,815,11,8,21,8044,7239,Unknown,Unknown
sidestep (north),0.7,INTERMEDIATE,Moab,0.363146552,3.3,,191,15,6,11,4979,4796,Leashed,Unknown
spin cycle,2,EASY/INTERMEDIATE,Park City,0.362068966,3.2,,11,1010,10,32,7613,6615,Unknown,Unknown
woody's world,1.8,INTERMEDIATE,Wolf Creek,0.360991379,3.2,,531,0,6,20,8768,8237,Unknown,Unknown
lizard foot,1.3,INTERMEDIATE,Ferron,0.359913793,3.2,Utah State Parks,149,46,3,8,5151,5049,No Dogs,Allowed
middle fork wheeler creek trail,1.8,EASY/INTERMEDIATE,Ogden,0.358836207,3.3,"USFS - Uinta, Wasatch & Cache National Forests Office",566,2,6,14,6217,5651,Unknown,Unknown
bst: draper section,1.3,EASY/INTERMEDIATE,Draper,0.357758621,3.2,,166,139,4,11,5147,4988,Leashed,Unknown
buffalo head,1.2,EASY/INTERMEDIATE,Ferron,0.356681034,3.2,Utah State Parks,89,72,3,9,5102,5031,No Dogs,Allowed
amasa back access trail,0.7,INTERMEDIATE,Moab,0.355603448,3.3,Moab Trail Mix,21,39,2,7,4010,3976,Leashed,Not Allowed
leeds reef trail,1.4,EASY/INTERMEDIATE,Leeds,0.354525862,3.3,Trail Alliance of Southern Utah (TASU),0,280,4,16,3348,3068,Unknown,Unknown
baby steps singletrack loop 2,0.8,INTERMEDIATE,Moab,0.353448276,3.3,Moab Trail Mix,37,113,4,7,4959,4880,Leashed,Unknown
inside passage,0.4,INTERMEDIATE,Moab,0.35237069,3.3,Moab Trail Mix,42,63,5,9,4691,4632,Leashed,Unknown
gemini bridges jeep road,13.5,INTERMEDIATE,Moab,0.351293103,2.5,BLM Utah - Moab Field Office,1874,424,3,17,6028,4578,Leashed,Allowed
north red butte skyline nature trail,1.3,INTERMEDIATE/DIFFICULT,Salt Lake City,0.350215517,2.9,,172,159,5,22,5185,5019,Unknown,Unknown
wheeler canyon,2,DIFFICULT,Wolf Creek,0.349137931,3,"USFS - Uinta, Wasatch & Cache National Forests Office",4,619,6,12,5488,4870,Unknown,Unknown
naildriver,2.4,DIFFICULT,Park City,0.348060345,3,"USFS - Uinta, Wasatch & Cache National Forests Office",3,1078,8,32,9195,8119,Unknown,Unknown
jackson hole,8.5,EASY,Moab,0.346982759,3,BLM Utah - Moab Field Office,641,642,3,14,4363,3953,Leashed,Unknown
hideout-carter creek trail #002,11.1,DIFFICULT,Manila,0.345905172,3,,1450,3156,8,27,7756,6049,Unknown,Unknown
mountain view trail,11.8,INTERMEDIATE/DIFFICULT,Syracuse,0.344827586,3,Mountain Trails Foundation,318,310,1,4,4303,4204,Leashed,Allowed
white pine lake trail #025,5.2,INTERMEDIATE/DIFFICULT,Alta,0.34375,3,"USFS - Uinta, Wasatch & Cache National Forests Office",2496,182,10,25,10150,7658,No Dogs,Unknown
jedi slickrock,1.1,INTERMEDIATE,Moab,0.342672414,3,BLM Utah - Moab Field Office,227,193,7,17,4883,4656,Leashed,Unknown
marathon trail,7,DIFFICULT,Parowan,0.341594828,3,Trail Alliance of Southern Utah (TASU),262,1129,4,12,11064,10005,Unknown,Unknown
team big bear,1.3,EASY/INTERMEDIATE,Park City,0.340517241,3,Mountain Trails Foundation,513,0,7,16,8856,8343,Unknown,Unknown
ogden bst - jumpoff canyon to one horse canyon,1.5,INTERMEDIATE,Harrisville,0.339439655,3,Bonneville Shoreline Trail,269,143,5,10,4837,4570,Unknown,Unknown
graduate,0.7,INTERMEDIATE,Summit Park,0.338362069,3,Basin Recreation,183,6,5,9,6444,6261,Unknown,Unknown
petrified whales,1.3,INTERMEDIATE,Enoch,0.337284483,3,Trail Alliance of Southern Utah (TASU),118,122,3,9,5926,5836,Off-leash,Unknown
behind the reef road,20.4,DIFFICULT,Ferron,0.336206897,3,,3084,3158,6,20,5858,4998,No Dogs,Unknown
goulds rim,6,INTERMEDIATE/DIFFICULT,Hurricane,0.33512931,2.8,Trail Alliance of Southern Utah (TASU),757,162,3,11,4082,3475,Unknown,Unknown
hidden valley,3.2,EASY/INTERMEDIATE,Moab,0.334051724,2.7,Moab Trails Alliance,651,356,6,32,5243,4600,Leashed,Unknown
sovereign atv loop,3.7,INTERMEDIATE,Moab,0.332974138,3,,527,430,5,15,4845,4522,Leashed,Allowed
service road to bonneville shoreline trail,1.1,INTERMEDIATE,Salt Lake City,0.331896552,3,,475,0,8,21,5492,5017,Unknown,Unknown
matt's flat,2,INTERMEDIATE,Park City,0.330818966,3,Mountain Trails Foundation,184,115,3,6,6949,6781,Off-leash,Unknown
dowd mountain doubletrack #613,5.2,EASY/INTERMEDIATE,Manila,0.329741379,3,USFS - Ashley National Forest Office,314,387,3,8,7992,7650,Unknown,Unknown
sidewinder,0.6,DIFFICULT,Herriman,0.328663793,3.5,"Herriman City, UT - Trails",19,61,3,5,5421,5360,Unknown,Unknown
sage,1.5,EASY/INTERMEDIATE,Midway,0.327586207,3,Wasatch Trails Alliance,426,150,7,18,6226,5800,Leashed,Allowed
bst: hyrum section,5,EASY/INTERMEDIATE,Hyrum,0.326508621,3,,667,288,4,13,5268,4741,Unknown,Unknown
tibble fork #41,3.1,DIFFICULT,Alpine,0.325431034,3,"USFS - Uinta, Wasatch & Cache National Forests Office",7,1614,10,33,8061,6447,Unknown,Allowed
thaynes road,3.2,INTERMEDIATE,Park City,0.324353448,3,,972,234,7,27,9463,8553,Unknown,Unknown
crazy 8,0.8,DIFFICULT,Summit Park,0.323275862,3,,0,259,6,12,6717,6459,Leashed,Unknown
dry canyon trailhead to lindon: downhill on the foothill partâ€¦,1.4,INTERMEDIATE,Lindon,0.322198276,3,"USFS - Uinta, Wasatch & Cache National Forests Office",69,397,6,13,5531,5134,Unknown,Unknown
playground,0.5,INTERMEDIATE,Santa Clara,0.32112069,3,,0,171,7,12,2955,2785,Unknown,Unknown
chauner's loop,0.7,DIFFICULT,Alta,0.320043103,3,,51,108,5,20,8303,8198,No Dogs,Unknown
four point,1,EASY/INTERMEDIATE,Park City,0.318965517,3,Mountain Trails Foundation,173,100,5,11,8214,8045,Unknown,Unknown
holman ridge - cabin flat #172,1.3,DIFFICULT,Alta,0.317887931,3,"USFS - Uinta, Wasatch & Cache National Forests Office",0,1049,15,33,8274,7225,Unknown,Allowed
goosebump rideout,1.7,INTERMEDIATE/DIFFICULT,Hurricane,0.316810345,2.8,Trail Alliance of Southern Utah (TASU),0,196,2,5,3954,3758,Unknown,Unknown
kane creek canyon trail,13.8,INTERMEDIATE,Moab,0.315732759,3,BLM Utah - Moab Field Office,212,1136,2,21,5131,4186,Leashed,Unknown
peavine corridor jeep road (089),11.5,INTERMEDIATE,Blanding,0.314655172,3,,246,1401,3,23,8285,6927,Leashed,Allowed
black dragon canyon,8.8,INTERMEDIATE,Ferron,0.313577586,3,,145,1729,4,25,5852,4268,Unknown,Unknown
bonneville shoreline trail - slc to nsl,1.6,DIFFICULT,Salt Lake City,0.3125,3,"USFS - Uinta, Wasatch & Cache National Forests Office",94,388,6,19,5572,5202,Unknown,Unknown
corner canyon rd,3.6,EASY,Draper,0.311422414,3,,1061,12,6,14,5840,4790,Leashed,Allowed
peruvian gulch trail,3.7,INTERMEDIATE,Alta,0.310344828,3,,2357,6,12,24,10841,8490,No Dogs,Unknown
columbus hillside,0.8,INTERMEDIATE,Salt Lake City,0.309267241,3,"Salt Lake City Government, UT",236,0,5,32,4948,4712,Unknown,Unknown
bst: fernwood - layton ridge,1.8,INTERMEDIATE,Fruit Heights,0.308189655,3,,211,240,5,15,5365,5168,Unknown,Unknown
rosebud's heaven,2.1,EASY/INTERMEDIATE,Snyderville,0.307112069,3,Mountain Trails Foundation,256,367,6,21,7504,7157,Unknown,Unknown
bloomington microloop,5.9,EASY/INTERMEDIATE,Saint George,0.306034483,3,Trail Alliance of Southern Utah (TASU),292,301,2,5,2842,2573,Unknown,Unknown
pleasant creek road,2.9,INTERMEDIATE,Loa,0.304956897,3,NPS - Capitol Reef National Park,73,341,3,11,5994,5652,Unknown,Unknown
fr 168,10.7,DIFFICULT,Escalante,0.30387931,3,USFS Dixie National Forest - Powell Ranger District,208,2174,4,12,8618,6457,Unknown,Unknown
dutchman way,1.5,INTERMEDIATE,Midway,0.302801724,3,Utah State Parks,394,9,5,11,6173,5779,Unknown,Allowed
boren mesa (#037),2.6,EASY,Moab,0.301724138,3,Moab Mountain Bike Association,791,595,10,32,9399,8778,Leashed,Not Allowed
zen connector,1.7,INTERMEDIATE,Saint George,0.300646552,3,Trail Alliance of Southern Utah (TASU),72,36,1,4,2799,2759,Unknown,Unknown
main line beginner trail,0.2,INTERMEDIATE,Draper,0.299568966,3,Corner Canyon Trails Foundation,42,0,4,8,5460,5419,Leashed,Unknown
willow creek trail,2.9,INTERMEDIATE/DIFFICULT,North Logan,0.298491379,3,,900,46,6,15,6478,5624,Unknown,Unknown
homeward bound,1.9,INTERMEDIATE,Park City,0.297413793,3,Mountain Trails Foundation,3,904,9,30,9217,8316,Unknown,Unknown
bst: bair canyon - east mountain,1.8,INTERMEDIATE/DIFFICULT,Fruit Heights,0.296336207,3,,304,266,6,23,5059,4821,Unknown,Unknown
panorama viewpoint,0.5,INTERMEDIATE/DIFFICULT,Moab,0.295258621,3,BLM Utah - Moab Field Office,6,37,2,7,4741,4704,Leashed,Allowed
1000 turns,1.6,EASY,Midway,0.294181034,3,Wasatch Trails Alliance,49,442,6,19,6348,5910,Unknown,Allowed
mill creek,2.1,INTERMEDIATE,Washington,0.293103448,3,Red Cliffs Desert Reserve,205,27,2,4,3293,3088,Unknown,Unknown
clark lake loop trail #144,1.1,INTERMEDIATE,Moab,0.292025862,3,USFS - Manti-La Sal National Forest,44,257,5,17,9417,9204,Leashed,Not Allowed
sunset,1.5,DIFFICULT,Park City,0.290948276,3,,0,734,9,20,9153,8420,Unknown,Unknown
azurite,1.2,INTERMEDIATE/DIFFICULT,Moab,0.28987069,3,Moab Trail Mix,184,155,5,12,4963,4837,Leashed,Not Allowed
skintoe trail #6319,1.2,INTERMEDIATE,Wolf Creek,0.288793103,3,"Weber County Government, Ogden, UT - Parks",148,21,3,14,5853,5727,Unknown,Unknown
muddy trail,1.4,INTERMEDIATE,Tooele,0.287715517,3,,815,0,11,21,6475,5660,Leashed,Unknown
wildcat,0.4,EASY/INTERMEDIATE,Alpine,0.286637931,3,,200,0,10,15,5386,5186,Unknown,Unknown
hoth,4.8,INTERMEDIATE,Junction,0.285560345,3,USFS - Fishlake National Forest Office,23,1546,6,22,10203,8681,Off-leash,Unknown
solis way,0.6,DIFFICULT,Carbonville,0.284482759,3,Utah Trust Lands,66,7,2,3,6126,6063,Unknown,Unknown
needles practice loop,0.5,INTERMEDIATE,South Ogden,0.283405172,3,,30,34,3,4,8733,8703,Unknown,Unknown
fins & things,10,EASY,Moab,0.282327586,3,,1011,1011,4,22,5081,4550,Unknown,Allowed
great western trail (gwt): sheep trail,7.4,INTERMEDIATE,Summit Park,0.28125,3,,1474,1296,7,33,7848,7348,Unknown,Unknown
