trail_name,length,difficulty,trail_link,longitude,latitude,city,popularity,rating,local_club,local_club_site,land_manager,land_manager_site,tot_climb,tot_descent,ave_grade,max_grade,max_elevation,min_elevation,dog_policy,e_bike_policy
Pennsylvania,1.2,INTERMEDIATE,https://www.mtbproject.com/trail/7057665/pennsylvania,32.340067,-112.871384,Ajo,0.24921466,3,Bike Ajo,https://www.mtbproject.com/club/7000569/bike-ajo,BLM - Lower Sonoran Field Office,https://www.blm.gov/office/lower-sonoran-field-office,26,45,1,3,1878,1846,Unknown,Unknown
Hobo,2,INTERMEDIATE,https://www.mtbproject.com/trail/7057664/hobo,32.338071,-112.879577,Ajo,0.248167539,3,Bike Ajo,https://www.mtbproject.com/club/7000569/bike-ajo,BLM - Lower Sonoran Field Office,https://www.blm.gov/office/lower-sonoran-field-office,30,147,2,4,1929,1812,Unknown,Unknown
Tiger Whiptail's Trail,0.3,INTERMEDIATE,https://www.mtbproject.com/trail/7057662/tiger-whiptails-trail,32.343968,-112.887976,Ajo,0.247120419,3,BLM - Lower Sonoran Field Office,https://www.blm.gov/office/lower-sonoran-field-office,,,53,4,3,9,1996,1947,Unknown,Unknown
Enter Sandman,0.9,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7057655/enter-sandman,32.403738,-112.877996,Ajo,0.246073298,3,,,,,4,64,1,3,1647,1587,Unknown,Unknown
The Litterbox,0.9,DIFFICULT,https://www.mtbproject.com/trail/7057654/the-litterbox,32.413559,-112.885344,Ajo,0.245026178,3,Bike Ajo,https://www.mtbproject.com/club/7000569/bike-ajo,BLM - Lower Sonoran Field Office,https://www.blm.gov/office/lower-sonoran-field-office,38,37,2,4,1596,1573,Unknown,Unknown
E Walker,3.7,INTERMEDIATE,https://www.mtbproject.com/trail/7057621/e-walker,32.42548,-112.868285,Ajo,0.243979058,3,,,,,36,52,0,2,1558,1509,Unknown,Unknown
Anakin to Darth Vader,1.7,INTERMEDIATE,https://www.mtbproject.com/trail/7057611/anakin-to-darth-vader,32.430492,-112.901954,Ajo,0.242931937,3,Bike Ajo,https://www.mtbproject.com/club/7000569/bike-ajo,BLM - Lower Sonoran Field Office,https://www.blm.gov/office/lower-sonoran-field-office,99,4,1,2,1604,1509,Unknown,Unknown
No Country for Old Men,3.4,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7057596/no-country-for-old-men,32.239622,-112.93211,Ajo,0.241884817,3,Bike Ajo,https://www.mtbproject.com/club/7000569/bike-ajo,BLM - Lower Sonoran Field Office,https://www.blm.gov/office/lower-sonoran-field-office,30,90,1,2,1643,1554,Unknown,Unknown
Shortline,0.5,INTERMEDIATE,https://www.mtbproject.com/trail/7057591/shortline,32.34198,-112.878032,Ajo,0.240837696,3,,,,,45,19,2,5,1937,1896,Unknown,Unknown
Rosy Boa,0.9,INTERMEDIATE,https://www.mtbproject.com/trail/7057590/rosy-boa,32.348013,-112.881993,Ajo,0.239790576,3,Bike Ajo,https://www.mtbproject.com/club/7000569/bike-ajo,BLM - Lower Sonoran Field Office,https://www.blm.gov/office/lower-sonoran-field-office,30,83,2,8,1975,1914,Unknown,Unknown
Saikil (BLM 8106A),1.9,INTERMEDIATE,https://www.mtbproject.com/trail/7057588/saikil-blm-8106a,32.40725,-112.78317,Ajo,0.238743455,3,Bike Ajo,https://www.mtbproject.com/club/7000569/bike-ajo,BLM - Lower Sonoran Field Office,https://www.blm.gov/office/lower-sonoran-field-office,54,8,1,1,1615,1565,Unknown,Unknown
Lower 10-Mile,3.5,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7057585/lower-10-mile,32.41654,-112.759095,Ajo,0.237696335,3,Bike Ajo,https://www.mtbproject.com/club/7000569/bike-ajo,BLM - Lower Sonoran Field Office,https://www.blm.gov/office/lower-sonoran-field-office,162,0,1,2,1777,1615,Unknown,Unknown
Cabeza Prieta Overlook,1.1,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7057584/cabeza-prieta-overlook,32.43257,-112.9413,Ajo,0.236649215,3,,,,,188,9,3,8,2720,2542,Unknown,Unknown
Coachwhip,1,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7057560/coachwhip,32.386353,-112.897525,Ajo,0.235602094,3,Bike Ajo,https://www.mtbproject.com/club/7000569/bike-ajo,BLM - Lower Sonoran Field Office,https://www.blm.gov/office/lower-sonoran-field-office,0,121,2,3,1793,1672,Unknown,Unknown
Dangal (BLM 8106A),2.1,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7057527/dangal-blm-8106a,32.407235,-112.783187,Ajo,0.234554974,3,Bike Ajo,https://www.mtbproject.com/club/7000569/bike-ajo,BLM - Lower Sonoran Field Office,https://www.blm.gov/office/lower-sonoran-field-office,28,47,1,2,1569,1529,Unknown,Unknown
Desert Railroader (BLM 8106),5.1,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7057526/desert-railroader-blm-8106,32.435655,-112.821114,Ajo,0.233507853,3,Bike Ajo,https://www.mtbproject.com/club/7000569/bike-ajo,BLM - Lower Sonoran Field Office,https://www.blm.gov/office/lower-sonoran-field-office,155,0,1,1,1632,1477,Unknown,Unknown
Desert Luge (BLM 8110A),2.7,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7057525/desert-luge-blm-8110a,32.402858,-112.846186,Ajo,0.232460733,3,,,,,0,141,1,2,1612,1472,Unknown,Unknown
Alamo Springs Trail,3.5,DIFFICULT,https://www.mtbproject.com/trail/7057479/alamo-springs-trail,32.47952,-111.084294,Tortolita,0.231413613,3,,,,,1299,639,10,32,3874,2864,Unknown,Not Allowed
Uta stansburiana (8112K),1.3,EASY,https://www.mtbproject.com/trail/7057474/uta-stansburiana-8112k,32.402608,-112.922283,Ajo,0.230366492,3,Bike Ajo,https://www.mtbproject.com/club/7000569/bike-ajo,BLM - Lower Sonoran Field Office,https://www.blm.gov/office/lower-sonoran-field-office,162,0,2,3,1797,1635,Unknown,Unknown
F-Road East (8112F),1,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7057473/f-road-east-8112f,32.396176,-112.907811,Ajo,0.229319372,3,BLM - Lower Sonoran Field Office,https://www.blm.gov/office/lower-sonoran-field-office,,,24,26,1,2,1689,1664,Unknown,Unknown
J.5,1.1,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7057472/j5,32.389349,-112.919767,Ajo,0.228272251,3,Bike Ajo,https://www.mtbproject.com/club/7000569/bike-ajo,BLM - Lower Sonoran Field Office,https://www.blm.gov/office/lower-sonoran-field-office,3,127,2,5,1756,1632,Unknown,Unknown
Tailings South,2.2,EASY,https://www.mtbproject.com/trail/7057471/tailings-south,32.403829,-112.820998,Ajo,0.227225131,3,Bike Ajo,https://www.mtbproject.com/club/7000569/bike-ajo,BLM - Lower Sonoran Field Office,https://www.blm.gov/office/lower-sonoran-field-office,95,3,1,2,1650,1558,Unknown,Unknown
Tailings East,2.2,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7057470/tailings-east,32.403291,-112.812778,Ajo,0.22617801,3,Bike Ajo,https://www.mtbproject.com/club/7000569/bike-ajo,BLM - Lower Sonoran Field Office,https://www.blm.gov/office/lower-sonoran-field-office,67,4,1,2,1613,1551,Unknown,Unknown
Powerline North (BLM 8109),3.1,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7057469/powerline-north-blm-8109,32.418216,-112.81303,Ajo,0.22513089,3,Bike Ajo,https://www.mtbproject.com/club/7000569/bike-ajo,BLM - Lower Sonoran Field Office,https://www.blm.gov/office/lower-sonoran-field-office,120,1,1,2,1627,1508,Unknown,Unknown
The Warmup,1,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7057463/the-warmup,32.40364,-112.915509,Ajo,0.22408377,3,BLM - Lower Sonoran Field Office,https://www.blm.gov/office/lower-sonoran-field-office,,,103,0,2,3,1729,1626,Unknown,Unknown
F-Road - FMZ Connector,0.4,INTERMEDIATE,https://www.mtbproject.com/trail/7057461/f-road-fmz-connector,32.396146,-112.90782,Ajo,0.223036649,3,BLM - Lower Sonoran Field Office,https://www.blm.gov/office/lower-sonoran-field-office,,,0,42,2,4,1677,1635,Unknown,Unknown
Pipeline Road (BLM 8100),19.3,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7057457/pipeline-road-blm-8100,32.366157,-112.838946,Ajo,0.221989529,3,,,,,1387,567,2,20,2789,1575,Unknown,Unknown
Beale Loop,3.3,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/999965/beale-loop,35.209794,-114.082933,Kingman,0.220942408,2.6,Colorado River Area Trail Alliance,https://www.mtbproject.com/club/4044379/colorado-river-area-trail-alliance,BLM Arizona - Kingman Field Office,http://www.blm.gov/az/st/en/fo/kingman_field_office.html,493,480,6,16,4087,3608,Unknown,Unknown
Maeveen Behan Trail,2,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7010136/maeveen-behan-trail,32.366514,-111.046987,Tortolita,0.219895288,2.7,Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,"Pima County - Natural Resources, Parks and Recreation",http://webcms.pima.gov/government/natural_resources_parks_and_recreation/,59,60,1,3,2402,2343,Leashed,Unknown
36th Street Trail,1.5,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/6210799/36th-street-trail,32.195785,-111.048882,Tucson Estates,0.218848168,2.7,,,,,48,115,2,4,2678,2610,Unknown,Unknown
AZT: Segment 1 - Canelo Hills,43.2,DIFFICULT,https://www.mtbproject.com/trail/7025873/azt-segment-1-canelo-hills,31.333564,-110.297549,Sierra Vista Southeast,0.217801047,2.8,,,,,4825,5985,5,28,6051,4211,Unknown,Unknown
Bajada Trail,3.6,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7001100/bajada-trail,33.335402,-112.0879,Laveen,0.216753927,2.7,City of Phoenix - Trails and Desert Preserves,http://phoenix.gov/recreation/rec/parks/preserves/index.html,,,193,480,4,14,1687,1302,Leashed,Allowed
Sunset Trail,1.2,VERY DIFFICULT,https://www.mtbproject.com/trail/681291/sunset-trail,32.427906,-110.75569,Tanque Verde,0.215706806,2.7,Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,USFS - Coronado National Forest Office,http://www.fs.usda.gov/coronado,320,23,6,32,7742,7426,Leashed,Unknown
Tortuga's Revenge,2.9,DIFFICULT,https://www.mtbproject.com/trail/7016773/tortugas-revenge,32.504244,-111.005233,Catalina,0.214659686,2.2,AZ State Land Department,http://www.azland.gov/,,,92,340,3,10,3532,3259,Off-leash,Unknown
Willow Lake Trail,3.5,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7011068/willow-lake-trail,34.593924,-112.432332,Prescott,0.213612565,2.8,"City of Prescott, AZ - Recreation Services",http://cityofprescott.net/services/parks/,,,72,66,1,3,5177,5148,Leashed,Unknown
Granite,3.5,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7013389/granite,33.683279,-111.725053,Fountain Hills,0.212565445,2.8,Maricopa County Parks,http://www.maricopa.gov/parks/,,,362,49,2,6,2227,1897,Unknown,Allowed
Avery Bryce Trail,2.7,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7000601/avery-bryce-trail,32.203242,-111.166588,Tucson Estates,0.211518325,2.8,Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,"Pima County - Natural Resources, Parks and Recreation",http://webcms.pima.gov/government/natural_resources_parks_and_recreation/,177,2,1,2,2629,2453,Unknown,Unknown
Coachwhip (H1),5,INTERMEDIATE,https://www.mtbproject.com/trail/6529488/coachwhip-h1,33.693048,-112.202885,Peoria,0.210471204,2.4,,,,,414,431,3,16,1498,1321,Unknown,Unknown
Brown's Ranch Road,2.7,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7023664/browns-ranch-road,33.761253,-111.842373,Carefree,0.209424084,2.5,,,,,45,159,1,3,2761,2604,Leashed,Unknown
Cherry Tank,4.4,DIFFICULT,https://www.mtbproject.com/trail/5402206/cherry-tank,32.48415,-110.85967,Catalina,0.208376963,2.5,Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,USFS - Coronado National Forest Office,http://www.fs.usda.gov/coronado,887,356,5,19,4226,3515,Unknown,Unknown
Maricopa Regional Trail (Spur Cross to Cave Creek Park),4.3,DIFFICULT,https://www.mtbproject.com/trail/626687/maricopa-regional-trail-spur-cross-to-cave-creek-park,33.88225,-111.990676,Cave Creek,0.207329843,2.7,Cave Creek Bicycle Association,https://www.mtbproject.com/club/31765/cave-creek-bicycle-association,Maricopa County Parks,http://www.maricopa.gov/parks/,133,506,3,8,2610,2104,Unknown,Allowed
AZT - Passage 6 - Las Colinas,13.3,DIFFICULT,https://www.mtbproject.com/trail/7012180/azt-passage-6-las-colinas,31.810558,-110.723458,Corona de Tucson,0.206282723,2.7,USFS - Coronado National Forest Office,http://www.fs.usda.gov/coronado,,,1295,2429,5,19,5240,4076,Unknown,Unknown
Derrick Trail #33,2.6,DIFFICULT,https://www.mtbproject.com/trail/7017464/derrick-trail-33,34.337273,-111.095855,Star Valley,0.205235602,2.7,,,,,1020,0,7,19,6444,5424,Unknown,Unknown
His/Hers Trail,2.5,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7024400/hishers-trail,32.691976,-110.920809,Catalina,0.204188482,2.7,,,,,78,109,1,4,3874,3785,Unknown,Unknown
Hardy Wash Trail,0.5,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7010230/hardy-wash-trail,32.366597,-111.063192,Tortolita,0.203141361,2.7,Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,"Pima County - Natural Resources, Parks and Recreation",http://webcms.pima.gov/government/natural_resources_parks_and_recreation/,27,0,1,1,2346,2319,Unknown,Unknown
Westworld Trail,3.1,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/5287420/westworld-trail,33.597341,-111.84302,Fountain Hills,0.202094241,2.4,City of Scottsdale,http://www.scottsdaleaz.gov/preserve,,,110,57,1,6,1548,1475,Unknown,Not Allowed
AZT: Segment 6 - Oracle Ridge and Oracle State Park,21.3,DIFFICULT,https://www.mtbproject.com/trail/7025878/azt-segment-6-oracle-ridge-and-oracle-state-park,32.448301,-110.755025,Oracle,0.20104712,2.5,USFS - Coronado National Forest Office,http://www.fs.usda.gov/coronado,,,1964,5797,7,42,7901,3992,Unknown,Unknown
Baby Jesus Trail,3.9,VERY DIFFICULT,https://www.mtbproject.com/trail/7017456/baby-jesus-trail,32.481521,-110.874124,Catalina,0.2,2.5,,,,,864,339,6,20,3879,3182,Unknown,Unknown
Chimney Trail,1.1,EASY,https://www.mtbproject.com/trail/836211/chimney-trail,35.251539,-111.665549,Flagstaff,0.19895288,2.5,Flagstaff Biking Organization,https://www.mtbproject.com/club/910893/flagstaff-biking-organization,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,71,32,2,4,7333,7294,Unknown,Allowed
Maricopa Trail: Anthem to Lake Pleasant,9.1,EASY,https://www.mtbproject.com/trail/7011413/maricopa-trail-anthem-to-lake-pleasant,33.839828,-112.146426,Anthem,0.197905759,2.4,Maricopa County Parks,http://www.maricopa.gov/parks/,,,142,172,1,2,1730,1588,Unknown,Allowed
Ford Canyon Trail,7.5,VERY DIFFICULT,https://www.mtbproject.com/trail/7001273/ford-canyon-trail,33.587306,-112.499356,Citrus Park,0.196858639,2.3,,,,,1701,306,5,23,2846,1443,Unknown,Allowed
Airport Loop,5.9,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/5787811/airport-loop,35.153648,-111.657571,Flagstaff,0.195811518,2.3,,,,,301,303,2,10,7043,6940,Unknown,Unknown
Mosaic Wash Loop,2.1,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7022357/mosaic-wash-loop,32.235405,-111.020971,Flowing Wells,0.194764398,2.4,Pima Community College,https://www.pima.edu/,,,122,99,2,7,2456,2367,Unknown,Unknown
Iron Horse Connector #623A,1.6,EASY,https://www.mtbproject.com/trail/7016112/iron-horse-connector-623a,34.12979,-109.896155,Pinetop-Lakeside,0.193717277,2.4,Pinetop-Lakeside TRACKS,https://www.mtbproject.com/club/1027178/pinetop-lakeside-tracks,USFS - Apache & Sitgreaves National Forests Office,http://www.fs.usda.gov/asnf,91,32,1,4,7246,7187,Unknown,Unknown
Tusayan Greenway,6.6,EASY,https://www.mtbproject.com/trail/7022883/tusayan-greenway,35.97737,-112.126169,Grand Canyon,0.192670157,2.5,,,,,472,20,1,5,7091,6637,Unknown,Unknown
Heart Trail,1.9,DIFFICULT,https://www.mtbproject.com/trail/5355998/heart-trail,35.256659,-111.5794,Flagstaff,0.191623037,2.5,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,,,1423,0,14,36,8748,7326,Unknown,Unknown
Cactus Trail,0.5,INTERMEDIATE,https://www.mtbproject.com/trail/7034817/cactus-trail,33.439406,-111.933255,Tempe Junction,0.190575916,2.5,City of Tempe - Parks,http://www.tempe.gov/city-hall/community-services/parks,,,48,18,2,6,1241,1208,Unknown,Unknown
Geronimo Trail (FS Road 63),41.5,INTERMEDIATE,https://www.mtbproject.com/trail/7022232/geronimo-trail-fs-road-63,31.525844,-108.97602,"Lordsburg, NM",0.189528796,2.5,,,,,1388,2647,2,13,5824,3784,Unknown,Unknown
Grant Hill Loop Trail,4.1,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/3963692/grant-hill-loop-trail,32.668182,-109.880138,Swift Trail Junction,0.188481675,2.5,,,,,492,494,5,27,9438,9001,Unknown,Unknown
Aspen Nature Trail,0.7,DIFFICULT,https://www.mtbproject.com/trail/7000231/aspen-nature-trail,35.332142,-111.719277,Flagstaff,0.187434555,2.5,Flagstaff Biking Organization,https://www.mtbproject.com/club/910893/flagstaff-biking-organization,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,252,0,7,11,9254,9003,Unknown,Unknown
Bates Well Road,11.1,EASY,https://www.mtbproject.com/trail/7025526/bates-well-road,32.339308,-112.849465,Ajo,0.186387435,2.5,Flagstaff Biking Organization,https://www.mtbproject.com/club/910893/flagstaff-biking-organization,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,252,0,7,11,9254,9003,Unknown,Unknown
Bones Loop,3.9,INTERMEDIATE,https://www.mtbproject.com/trail/7024225/bones-loop,32.702363,-110.923711,Catalina,0.185340314,2.5,Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,AZ State Land Department,http://www.azland.gov/,251,230,2,9,4029,3835,Unknown,Unknown
Boy Scout Trail #126,0.9,DIFFICULT,https://www.mtbproject.com/trail/7011159/boy-scout-trail-126,34.516678,-112.420681,Prescott,0.184293194,2.5,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,,,0,342,7,26,6280,5937,Leashed,Unknown
Easy Oldham,1.8,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/834958/easy-oldham,35.230122,-111.630433,Flagstaff,0.183246073,2.5,Flagstaff Biking Organization,https://www.mtbproject.com/club/910893/flagstaff-biking-organization,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,522,3,5,16,7577,7055,Unknown,Unknown
Old Hatchery Trail,0.5,DIFFICULT,https://www.mtbproject.com/trail/7016109/old-hatchery-trail,34.125492,-109.922368,Pinetop-Lakeside,0.182198953,2.5,Pinetop-Lakeside TRACKS,https://www.mtbproject.com/club/1027178/pinetop-lakeside-tracks,USFS - Apache & Sitgreaves National Forests Office,http://www.fs.usda.gov/asnf,84,4,3,7,7118,7037,Unknown,Unknown
Dysart,1.9,EASY,https://www.mtbproject.com/trail/7002874/dysart,33.353059,-112.369693,Goodyear,0.181151832,2.5,Maricopa County Parks,http://www.maricopa.gov/parks/,,,47,181,2,7,1190,1055,Unknown,Allowed
Black Hill Trail,2.6,EASY,https://www.mtbproject.com/trail/7024290/black-hill-trail,33.741751,-111.787028,Rio Verde,0.180104712,2.5,,,,,196,17,2,3,2664,2485,Leashed,Not Allowed
Wayne's World,0.6,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7037193/waynes-world,33.318821,-112.456416,Buckeye,0.179057592,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Rattlesnake,1.5,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7024402/rattlesnake,32.686752,-110.94492,Catalina,0.178010471,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Flue Trail,0.9,EASY,https://www.mtbproject.com/trail/2149275/flue-trail,35.249132,-111.6787,Flagstaff,0.176963351,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Corral,2.7,EASY,https://www.mtbproject.com/trail/7024403/corral,32.708169,-110.965393,Catalina,0.17591623,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Black Canyon,0.6,DIFFICULT,https://www.mtbproject.com/trail/7011687/black-canyon,32.792983,-114.481372,Yuma,0.17486911,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Brown Canyon Access Road,0.9,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7015951/brown-canyon-access-road,31.473944,-110.297872,Sierra Vista,0.17382199,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
USFS Road 4388,1.3,EASY,https://www.mtbproject.com/trail/7021429/usfs-road-4388,31.882128,-109.949003,Saint David,0.172774869,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
My Precious,1.5,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7022190/my-precious,32.354054,-112.922507,Ajo,0.171727749,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Fence Trail,0.7,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/1007803/fence-trail,35.166838,-111.610805,Flagstaff,0.170680628,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Marker 2 - Marker 37,0.4,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7035697/marker-2-marker-37,32.226856,-111.028571,South Tucson,0.169633508,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Rusty Rake,0.3,EASY,https://www.mtbproject.com/trail/7037195/rusty-rake,33.317222,-112.452527,Buckeye,0.168586387,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Waterline Road (Trail),14.7,EASY,https://www.mtbproject.com/trail/7000137/waterline-road-trail,35.287234,-111.62419,Flagstaff,0.167539267,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Desert Park Trail,3.6,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/6535182/desert-park-trail,33.649567,-111.858974,Fountain Hills,0.166492147,2.1,Desert Foothills Mountain Bike Association,https://www.mtbproject.com/club/6282206/desert-foothills-mountain-bike-association,City of Scottsdale,http://www.scottsdaleaz.gov/preserve,735,17,4,10,2432,1698,Unknown,Not Allowed
Pedersen Trail,8.8,INTERMEDIATE,https://www.mtbproject.com/trail/7002870/pedersen-trail,33.33691,-112.36574,Goodyear,0.165445026,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Maricopa Trail: Lake Pleasant,3.5,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/4547608/maricopa-trail-lake-pleasant,33.83156,-112.275693,Anthem,0.164397906,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Dove Valley Trail,4.7,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7052640/dove-valley-trail,33.809305,-111.841708,Carefree,0.163350785,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Powerline Road,2.8,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7012707/powerline-road,32.474549,-110.960434,Catalina,0.162303665,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Black Grama Loop (#1004),1.4,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7036757/black-grama-loop-1004,34.715333,-111.949416,Cornville,0.161256545,2.3,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,,,115,95,3,7,3527,3432,Unknown,Unknown
E. Miller Canyon Road,2,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7017053/e-miller-canyon-road,31.414227,-110.277283,Sierra Vista Southeast,0.160209424,2.3,USFS - Coronado National Forest Office,http://www.fs.usda.gov/coronado,,,0,723,7,16,5775,5051,Unknown,Unknown
Oasis Trail,0.4,EASY,https://www.mtbproject.com/trail/7010232/oasis-trail,32.370095,-111.063138,Tortolita,0.159162304,2.3,Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,"Pima County - Natural Resources, Parks and Recreation",http://webcms.pima.gov/government/natural_resources_parks_and_recreation/,2,6,0,0,2328,2322,Unknown,Unknown
Dirt Road,1.4,EASY,https://www.mtbproject.com/trail/7020538/dirt-road,33.362911,-111.985879,Guadalupe,0.158115183,2.2,City of Phoenix - Trails and Desert Preserves,http://phoenix.gov/recreation/rec/parks/preserves/index.html,,,183,5,3,7,1573,1393,Leashed,Allowed
Cholla Loop (H3),2.7,DIFFICULT,https://www.mtbproject.com/trail/6530067/cholla-loop-h3,33.697645,-112.179565,Glendale,0.157068063,2.2,,,,,447,475,7,17,1797,1374,Unknown,Unknown
Rocky Moto,3.8,DIFFICULT,https://www.mtbproject.com/trail/5147547/rocky-moto,35.27988,-111.718908,Flagstaff,0.156020942,2.3,Flagstaff Biking Organization,https://www.mtbproject.com/club/910893/flagstaff-biking-organization,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,469,124,3,8,7857,7486,Unknown,Allowed
Woods Canyon Trail,4.2,EASY,https://www.mtbproject.com/trail/7014156/woods-canyon-trail,34.305624,-110.89704,Star Valley,0.154973822,2.2,,,,,179,197,2,8,7641,7497,Leashed,Unknown
Pima Wash Trail,1.5,INTERMEDIATE,https://www.mtbproject.com/trail/7021062/pima-wash-trail,33.363129,-111.985169,Guadalupe,0.153926702,1.9,,,,,184,2,2,7,1557,1374,Unknown,Allowed
Ice Cave Trail,3.5,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7044447/ice-cave-trail,34.169355,-109.972305,Lake of the Woods,0.152879581,2,,,,,550,38,3,10,7218,6686,Leashed,Unknown
Malpais Trail,4.3,DIFFICULT,https://www.mtbproject.com/trail/7000536/malpais-trail,33.148647,-111.6522,Queen Creek,0.151832461,1.6,,,,,348,450,4,14,1923,1722,Unknown,Unknown
