trail_name,length,difficulty,longitude,latitude,trail_link,city,popularity,rating,local_club,local_club_site,land_manager,land_manager_site,tot_climb,tot_descent,ave_grade,max_grade,max_elevation,min_elevation,dog_policy,e_bike_policy
AZT - Passage 6 - Las Colinas,"13.3
    mi",DIFFICULT,31.810558,-110.723458,https://www.mtbproject.com/trail/7012180/azt-passage-6-las-colinas,"Corona de Tucson, AZ",#759,2.7 (3),USFS - Coronado National Forest Office,http://www.fs.usda.gov/coronado,,,"1,295'","2,429'",5%,19%,"5,240'","4,076'",Unknown,Unknown
Derrick Trail #33,"2.6
    mi",DIFFICULT,34.337273,-111.095855,https://www.mtbproject.com/trail/7017464/derrick-trail-33,"Star Valley, AZ",#760,2.7 (3),,,,,"1,020'",0',7%,19%,"6,444'","5,424'",Unknown,Unknown
His/Hers Trail,"2.5
    mi",EASY/INTERMEDIATE,32.691976,-110.920809,https://www.mtbproject.com/trail/7024400/hishers-trail,"Catalina, AZ",#761,2.7 (3),,,,,78',109',1%,4%,"3,874'","3,785'",Unknown,Unknown
Hardy Wash Trail,"0.5
    mi",EASY/INTERMEDIATE,32.366597,-111.063192,https://www.mtbproject.com/trail/7010230/hardy-wash-trail,"Tortolita, AZ",#762,2.7 (3),Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,"Pima County - Natural Resources, Parks and Recreation",http://webcms.pima.gov/government/natural_resources_parks_and_recreation/,27',0',1%,1%,"2,346'","2,319'",Unknown,Unknown
Westworld Trail,"3.1
    mi",EASY/INTERMEDIATE,33.597341,-111.84302,https://www.mtbproject.com/trail/5287420/westworld-trail,"Fountain Hills, AZ",#763,2.4 (7),City of Scottsdale,http://www.scottsdaleaz.gov/preserve,,,110',57',1%,6%,"1,548'","1,475'",Unknown,Not Allowed
AZT: Segment 6 - Oracle Ridge and Oracle State Park,"21.3
    mi",DIFFICULT,32.448301,-110.755025,https://www.mtbproject.com/trail/7025878/azt-segment-6-oracle-ridge-and-oracle-state-park,"Oracle, AZ",#764,2.5 (4),USFS - Coronado National Forest Office,http://www.fs.usda.gov/coronado,,,"1,964'","5,797'",7%,42%,"7,901'","3,992'",Unknown,Unknown
Baby Jesus Trail,"3.9
    mi",VERY DIFFICULT,32.481521,-110.874124,https://www.mtbproject.com/trail/7017456/baby-jesus-trail,"Catalina, AZ",#765,2.5 (4),,,,,864',339',6%,20%,"3,879'","3,182'",Unknown,Unknown
Chimney Trail,"1.1
    mi",EASY,35.251539,-111.665549,https://www.mtbproject.com/trail/836211/chimney-trail,"Flagstaff, AZ",#766,2.5 (4),Flagstaff Biking Organization,https://www.mtbproject.com/club/910893/flagstaff-biking-organization,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,71',32',2%,4%,"7,333'","7,294'",Unknown,Allowed
Maricopa Trail: Anthem to Lake Pleasant,"9.1
    mi",EASY,33.839828,-112.146426,https://www.mtbproject.com/trail/7011413/maricopa-trail-anthem-to-lake-pleasant,"Anthem, AZ",#767,2.4 (5),Maricopa County Parks,http://www.maricopa.gov/parks/,,,142',172',1%,2%,"1,730'","1,588'",Unknown,Allowed
Ford Canyon Trail,"7.5
    mi",VERY DIFFICULT,33.587306,-112.499356,https://www.mtbproject.com/trail/7001273/ford-canyon-trail,"Citrus Park, AZ",#768,2.3 (8),,,,,"1,701'",306',5%,23%,"2,846'","1,443'",Unknown,Allowed
Airport Loop,"5.9
    mi",EASY/INTERMEDIATE,35.153648,-111.657571,https://www.mtbproject.com/trail/5787811/airport-loop,"Flagstaff, AZ",#769,2.3 (8),,,,,301',303',2%,10%,"7,043'","6,940'",Unknown,Unknown
Mosaic Wash Loop,"2.1
    mi",EASY/INTERMEDIATE,32.235405,-111.020971,https://www.mtbproject.com/trail/7022357/mosaic-wash-loop,"Flowing Wells, AZ",#770,2.4 (5),Pima Community College,https://www.pima.edu/,,,122',99',2%,7%,"2,456'","2,367'",Unknown,Unknown
Iron Horse Connector #623A,"1.6
    mi",EASY,34.12979,-109.896155,https://www.mtbproject.com/trail/7016112/iron-horse-connector-623a,"Pinetop-Lakeside, AZ",#771,2.4 (5),Pinetop-Lakeside TRACKS,https://www.mtbproject.com/club/1027178/pinetop-lakeside-tracks,USFS - Apache & Sitgreaves National Forests Office,http://www.fs.usda.gov/asnf,91',32',1%,4%,"7,246'","7,187'",Unknown,Unknown
Tusayan Greenway,"6.6
    mi",EASY,35.97737,-112.126169,https://www.mtbproject.com/trail/7022883/tusayan-greenway,"Grand Canyon, AZ",#772,2.5 (2),,,,,472',20',1%,5%,"7,091'","6,637'",Unknown,Unknown
Heart Trail,"1.9
    mi",DIFFICULT,35.256659,-111.5794,https://www.mtbproject.com/trail/5355998/heart-trail,"Flagstaff, AZ",#773,2.5 (2),USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,,,"1,423'",0',14%,36%,"8,748'","7,326'",Unknown,Unknown
Cactus Trail,"0.5
    mi",INTERMEDIATE,33.439406,-111.933255,https://www.mtbproject.com/trail/7034817/cactus-trail,"Tempe Junction, AZ",#774,2.5 (2),City of Tempe - Parks,http://www.tempe.gov/city-hall/community-services/parks,,,48',18',2%,6%,"1,241'","1,208'",Unknown,Unknown
Geronimo Trail (FS Road 63),"41.5
    mi",INTERMEDIATE,31.525844,-108.97602,https://www.mtbproject.com/trail/7022232/geronimo-trail-fs-road-63,"Lordsburg, NM",#775,2.5 (2),,,,,"1,388'","2,647'",2%,13%,"5,824'","3,784'",Unknown,Unknown
Grant Hill Loop Trail,"4.1
    mi",EASY/INTERMEDIATE,32.668182,-109.880138,https://www.mtbproject.com/trail/3963692/grant-hill-loop-trail,"Swift Trail Junction, AZ",#776,2.5 (2),,,,,492',494',5%,27%,"9,438'","9,001'",Unknown,Unknown
Aspen Nature Trail,"0.7
    mi",DIFFICULT,35.332142,-111.719277,https://www.mtbproject.com/trail/7000231/aspen-nature-trail,"Flagstaff, AZ",#777,2.5 (2),Flagstaff Biking Organization,https://www.mtbproject.com/club/910893/flagstaff-biking-organization,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,252',0',7%,11%,"9,254'","9,003'",Unknown,Unknown
Bates Well Road,"11.1
    mi",EASY,32.339308,-112.849465,https://www.mtbproject.com/trail/7025526/bates-well-road,"Ajo, AZ",#778,2.5 (2),Flagstaff Biking Organization,https://www.mtbproject.com/club/910893/flagstaff-biking-organization,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,252',0',7%,11%,"9,254'","9,003'",Unknown,Unknown
Bones Loop,"3.9
    mi",INTERMEDIATE,32.702363,-110.923711,https://www.mtbproject.com/trail/7024225/bones-loop,"Catalina, AZ",#779,2.5 (2),Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,AZ State Land Department,http://www.azland.gov/,251',230',2%,9%,"4,029'","3,835'",Unknown,Unknown
Boy Scout Trail #126,"0.9
    mi",DIFFICULT,34.516678,-112.420681,https://www.mtbproject.com/trail/7011159/boy-scout-trail-126,"Prescott, AZ",#780,2.5 (2),USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,,,0',342',7%,26%,"6,280'","5,937'",Leashed,Unknown
Easy Oldham,"1.8
    mi",EASY/INTERMEDIATE,35.230122,-111.630433,https://www.mtbproject.com/trail/834958/easy-oldham,"Flagstaff, AZ",#781,2.5 (2),Flagstaff Biking Organization,https://www.mtbproject.com/club/910893/flagstaff-biking-organization,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,522',3',5%,16%,"7,577'","7,055'",Unknown,Unknown
Old Hatchery Trail,"0.5
    mi",DIFFICULT,34.125492,-109.922368,https://www.mtbproject.com/trail/7016109/old-hatchery-trail,"Pinetop-Lakeside, AZ",#782,2.5 (2),Pinetop-Lakeside TRACKS,https://www.mtbproject.com/club/1027178/pinetop-lakeside-tracks,USFS - Apache & Sitgreaves National Forests Office,http://www.fs.usda.gov/asnf,84',4',3%,7%,"7,118'","7,037'",Unknown,Unknown
Dysart,"1.9
    mi",EASY,33.353059,-112.369693,https://www.mtbproject.com/trail/7002874/dysart,"Goodyear, AZ",#783,2.5 (2),Maricopa County Parks,http://www.maricopa.gov/parks/,,,47',181',2%,7%,"1,190'","1,055'",Unknown,Allowed
Black Hill Trail,"2.6
    mi",EASY,33.741751,-111.787028,https://www.mtbproject.com/trail/7024290/black-hill-trail,"Rio Verde, AZ",#784,2.5 (2),,,,,196',17',2%,3%,"2,664'","2,485'",Leashed,Not Allowed
Wayne's World,"0.6
    mi",INTERMEDIATE/DIFFICULT,33.318821,-112.456416,https://www.mtbproject.com/trail/7037193/waynes-world,"Buckeye, AZ",#785,,,,,,,,,,,,,
Rattlesnake,"1.5
    mi",EASY/INTERMEDIATE,32.686752,-110.94492,https://www.mtbproject.com/trail/7024402/rattlesnake,"Catalina, AZ",#786,,,,,,,,,,,,,
Flue Trail,"0.9
    mi",EASY,35.249132,-111.6787,https://www.mtbproject.com/trail/2149275/flue-trail,"Flagstaff, AZ",#787,,,,,,,,,,,,,
Corral,"2.7
    mi",EASY,32.708169,-110.965393,https://www.mtbproject.com/trail/7024403/corral,"Catalina, AZ",#788,,,,,,,,,,,,,
Black Canyon,"0.6
    mi",DIFFICULT,32.792983,-114.481372,https://www.mtbproject.com/trail/7011687/black-canyon,"Yuma, AZ",#789,,,,,,,,,,,,,
Brown Canyon Access Road,"0.9
    mi",EASY/INTERMEDIATE,31.473944,-110.297872,https://www.mtbproject.com/trail/7015951/brown-canyon-access-road,"Sierra Vista, AZ",#790,,,,,,,,,,,,,
USFS Road 4388,"1.3
    mi",EASY,31.882128,-109.949003,https://www.mtbproject.com/trail/7021429/usfs-road-4388,"Saint David, AZ",#791,,,,,,,,,,,,,
My Precious,"1.5
    mi",INTERMEDIATE/DIFFICULT,32.354054,-112.922507,https://www.mtbproject.com/trail/7022190/my-precious,"Ajo, AZ",#792,,,,,,,,,,,,,
Fence Trail,"0.7
    mi",EASY/INTERMEDIATE,35.166838,-111.610805,https://www.mtbproject.com/trail/1007803/fence-trail,"Flagstaff, AZ",#793,,,,,,,,,,,,,
Marker 2 - Marker 37,"0.4
    mi",EASY/INTERMEDIATE,32.226856,-111.028571,https://www.mtbproject.com/trail/7035697/marker-2-marker-37,"South Tucson, AZ",#794,,,,,,,,,,,,,
Rusty Rake,"0.3
    mi",EASY,33.317222,-112.452527,https://www.mtbproject.com/trail/7037195/rusty-rake,"Buckeye, AZ",#795,,,,,,,,,,,,,
Waterline Road (Trail),"14.7
    mi",EASY,35.287234,-111.62419,https://www.mtbproject.com/trail/7000137/waterline-road-trail,"Flagstaff, AZ",#796,,,,,,,,,,,,,
Desert Park Trail,"3.6
    mi",INTERMEDIATE/DIFFICULT,33.649567,-111.858974,https://www.mtbproject.com/trail/6535182/desert-park-trail,"Fountain Hills, AZ",#797,2.1 (8),Desert Foothills Mountain Bike Association,https://www.mtbproject.com/club/6282206/desert-foothills-mountain-bike-association,City of Scottsdale,http://www.scottsdaleaz.gov/preserve,735',17',4%,10%,"2,432'","1,698'",Unknown,Not Allowed
Pedersen Trail,"8.8
    mi",INTERMEDIATE,33.33691,-112.36574,https://www.mtbproject.com/trail/7002870/pedersen-trail,"Goodyear, AZ",#798,,,,,,,,,,,,,
Maricopa Trail: Lake Pleasant,"3.5
    mi",INTERMEDIATE/DIFFICULT,33.83156,-112.275693,https://www.mtbproject.com/trail/4547608/maricopa-trail-lake-pleasant,"Anthem, AZ",#799,,,,,,,,,,,,,
Dove Valley Trail,"4.7
    mi",EASY/INTERMEDIATE,33.809305,-111.841708,https://www.mtbproject.com/trail/7052640/dove-valley-trail,"Carefree, AZ",#800,,,,,,,,,,,,,
Powerline Road,"2.8
    mi",EASY/INTERMEDIATE,32.474549,-110.960434,https://www.mtbproject.com/trail/7012707/powerline-road,"Catalina, AZ",#801,,,,,,,,,,,,,
Black Grama Loop (#1004),"1.4
    mi",EASY/INTERMEDIATE,34.715333,-111.949416,https://www.mtbproject.com/trail/7036757/black-grama-loop-1004,"Cornville, AZ",#802,2.3 (3),USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,,,115',95',3%,7%,"3,527'","3,432'",Unknown,Unknown
E. Miller Canyon Road,"2.0
    mi",EASY/INTERMEDIATE,31.414227,-110.277283,https://www.mtbproject.com/trail/7017053/e-miller-canyon-road,"Sierra Vista Southeast, AZ",#803,2.3 (3),USFS - Coronado National Forest Office,http://www.fs.usda.gov/coronado,,,0',723',7%,16%,"5,775'","5,051'",Unknown,Unknown
Oasis Trail,"0.4
    mi",EASY,32.370095,-111.063138,https://www.mtbproject.com/trail/7010232/oasis-trail,"Tortolita, AZ",#804,2.3 (3),Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,"Pima County - Natural Resources, Parks and Recreation",http://webcms.pima.gov/government/natural_resources_parks_and_recreation/,2',6',0%,0%,"2,328'","2,322'",Unknown,Unknown
Dirt Road,"1.4
    mi",EASY,33.362911,-111.985879,https://www.mtbproject.com/trail/7020538/dirt-road,"Guadalupe, AZ",#805,2.2 (6),City of Phoenix - Trails and Desert Preserves,http://phoenix.gov/recreation/rec/parks/preserves/index.html,,,183',5',3%,7%,"1,573'","1,393'",Leashed,Allowed
Cholla Loop (H3),"2.7
    mi",DIFFICULT,33.697645,-112.179565,https://www.mtbproject.com/trail/6530067/cholla-loop-h3,"Glendale, AZ",#806,2.2 (5),,,,,447',475',7%,17%,"1,797'","1,374'",Unknown,Unknown
Rocky Moto,"3.8
    mi",DIFFICULT,35.27988,-111.718908,https://www.mtbproject.com/trail/5147547/rocky-moto,"Flagstaff, AZ",#807,2.3 (4),Flagstaff Biking Organization,https://www.mtbproject.com/club/910893/flagstaff-biking-organization,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,469',124',3%,8%,"7,857'","7,486'",Unknown,Allowed
Woods Canyon Trail,"4.2
    mi",EASY,34.305624,-110.89704,https://www.mtbproject.com/trail/7014156/woods-canyon-trail,"Star Valley, AZ",#808,2.2 (5),,,,,179',197',2%,8%,"7,641'","7,497'",Leashed,Unknown
Pima Wash Trail,"1.5
    mi",INTERMEDIATE,33.363129,-111.985169,https://www.mtbproject.com/trail/7021062/pima-wash-trail,"Guadalupe, AZ",#809,1.9 (7),,,,,184',2',2%,7%,"1,557'","1,374'",Unknown,Allowed
Ice Cave Trail,"3.5
    mi",INTERMEDIATE/DIFFICULT,34.169355,-109.972305,https://www.mtbproject.com/trail/7044447/ice-cave-trail,"Lake of the Woods, AZ",#810,2.0 (4),,,,,550',38',3%,10%,"7,218'","6,686'",Leashed,Unknown
Malpais Trail,"4.3
    mi",DIFFICULT,33.148647,-111.6522,https://www.mtbproject.com/trail/7000536/malpais-trail,"Queen Creek, AZ",#811,1.6 (11),,,,,348',450',4%,14%,"1,923'","1,722'",Unknown,Unknown
Saguaro Trail,"0.4
    mi",EASY,33.499564,-111.676634,https://www.mtbproject.com/trail/6535193/saguaro-trail,"Fountain Hills, AZ",#812,2.0 (3),Desert Foothills Mountain Bike Association,https://www.mtbproject.com/club/6282206/desert-foothills-mountain-bike-association,City of Scottsdale,http://www.scottsdaleaz.gov/preserve,66',0',3%,10%,"1,785'","1,719'",Unknown,Not Allowed
Valle Verde Trail,"1.0
    mi",EASY/INTERMEDIATE,33.738771,-112.079375,https://www.mtbproject.com/trail/4904320/valle-verde-trail,"Anthem, AZ",#813,2.0 (3),Cave Creek Bicycle Association,https://www.mtbproject.com/club/31765/cave-creek-bicycle-association,City of Phoenix - Trails and Desert Preserves,http://phoenix.gov/recreation/rec/parks/preserves/index.html,130',12',3%,12%,"1,874'","1,744'",Unknown,Unknown
West Spruce Trail #264,"8.6
    mi",DIFFICULT,34.510497,-112.557351,https://www.mtbproject.com/trail/7012710/west-spruce-trail-264,"Prescott, AZ",#814,2.0 (2),USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,,,"1,180'","2,790'",9%,27%,"7,052'","5,049'",Unknown,Unknown
Arrowhead Point (H2),"1.5
    mi",VERY DIFFICULT,33.691875,-112.184397,https://www.mtbproject.com/trail/7000561/arrowhead-point-h2,"Glendale, AZ",#815,2.0 (2),,,,,357',382',9%,18%,"1,834'","1,453'",Leashed,Unknown
Pipeline Trail,"3.0
    mi",EASY,35.226233,-111.589587,https://www.mtbproject.com/trail/842425/pipeline-trail,"Flagstaff, AZ",#816,2.0 (2),USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,,,405',77',3%,10%,"7,207'","6,880'",Unknown,Unknown
BCT: Carefree Highway to New River,"10.6
    mi",INTERMEDIATE,33.805013,-112.169782,https://www.mtbproject.com/trail/7045208/bct-carefree-highway-to-new-river,"Anthem, AZ",#817,2.0 (1),,,,,554',120',1%,7%,"2,052'","1,618'",Unknown,Allowed
Bunny - Cactus Connector,"1.0
    mi",EASY,32.144869,-110.784903,https://www.mtbproject.com/trail/7056289/bunny-cactus-connector,"Tanque Verde, AZ",#818,2.0 (2),,,,,0',30',1%,1%,"2,871'","2,841'",Unknown,Not Allowed
Sunrise Trail,"0.7
    mi",INTERMEDIATE,33.602623,-111.810465,https://www.mtbproject.com/trail/7000789/sunrise-trail,"Peoria, AZ",#819,2.0 (2),Desert Foothills Mountain Bike Association,https://www.mtbproject.com/club/6282206/desert-foothills-mountain-bike-association,City of Glendale,http://www.glendaleaz.com/parksandrecreation/thunderbirdpark.cfm,97',128',6%,15%,"1,470'","1,342'",Unknown,Unknown
Hawk's Nest,"0.4
    mi",INTERMEDIATE,33.741168,-112.097171,https://www.mtbproject.com/trail/4903675/hawks-nest,"Anthem, AZ",#820,2.0 (2),City of Phoenix - Trails and Desert Preserves,http://phoenix.gov/recreation/rec/parks/preserves/index.html,,,203',0',10%,19%,"1,820'","1,617'",Unknown,Unknown
Sparrow,"1.6
    mi",DIFFICULT,34.512444,-112.533743,https://www.mtbproject.com/trail/7012580/sparrow,"Prescott, AZ",#821,2.0 (2),USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,,,604',0',7%,16%,"6,878'","6,274'",Unknown,Unknown
Middlemarch Canyon Trail #277,"2.6
    mi",DIFFICULT,31.912223,-109.963367,https://www.mtbproject.com/trail/7021270/middlemarch-canyon-trail-277,"Saint David, AZ",#822,2.0 (2),USFS - Coronado National Forest Office,http://www.fs.usda.gov/coronado,,,678',388',8%,31%,"5,833'","5,155'",Unknown,Unknown
Lizardhead Trail,"0.7
    mi",INTERMEDIATE,34.881551,-111.820238,https://www.mtbproject.com/trail/4943336/lizardhead-trail,"West Sedona, AZ",#823,2.0 (2),Verde Valley Cyclists Coalition,https://www.mtbproject.com/club/4920204/verde-valley-cyclists-coalition,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,67',27',2%,9%,"4,659'","4,604'",Unknown,Unknown
No-So,"1.1
    mi",EASY,33.465368,-111.607086,https://www.mtbproject.com/trail/4210478/no-so,"Apache Junction, AZ",#824,2.0 (2),Maricopa County Parks,http://www.maricopa.gov/parks/,,,0',120',2%,4%,"1,891'","1,771'",Unknown,Allowed
Willow Springs Trail Head,"1.2
    mi",EASY,34.311975,-110.889171,https://www.mtbproject.com/trail/7014159/willow-springs-trail-head,"Star Valley, AZ",#825,2.0 (2),USFS - Apache & Sitgreaves National Forests Office,http://www.fs.usda.gov/asnf,,,76',41',2%,6%,"7,588'","7,535'",Leashed,Unknown
Poker Trail,"0.3
    mi",DIFFICULT,35.25751,-111.671028,https://www.mtbproject.com/trail/2149341/poker-trail,"Flagstaff, AZ",#826,2.0 (2),USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,,,76',1',5%,12%,"7,475'","7,399'",Unknown,Allowed
Upper Teacup,"0.3
    mi",INTERMEDIATE/DIFFICULT,34.879767,-111.794618,https://www.mtbproject.com/trail/7038655/upper-teacup,"West Sedona, AZ",#827,2.0 (2),Verde Valley Cyclists Coalition,https://www.mtbproject.com/club/4920204/verde-valley-cyclists-coalition,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,80',0',5%,9%,"4,772'","4,691'",Unknown,Unknown
Scrambler,"1.5
    mi",INTERMEDIATE/DIFFICULT,32.792635,-114.475317,https://www.mtbproject.com/trail/7011820/scrambler,"Fortuna Foothills, AZ",#828,2.0 (2),Desert Mountain Bikers of Yuma,https://www.mtbproject.com/club/7000176/desert-mountain-bikers-of-yuma,BLM Arizona - Yuma Field Office,http://www.blm.gov/az/st/en/prog/recreation/hiking/betty_kitch.html,86',190',4%,12%,493',349',Unknown,Unknown
Ball Field Loop Trail,"0.5
    mi",EASY,32.367857,-111.049843,https://www.mtbproject.com/trail/7010165/ball-field-loop-trail,"Tortolita, AZ",#829,2.0 (2),Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,"Pima County - Natural Resources, Parks and Recreation",http://webcms.pima.gov/government/natural_resources_parks_and_recreation/,17',14',1%,2%,"2,379'","2,362'",Unknown,Unknown
Marker 1 - Marker 4 - Anklam Access,"0.2
    mi",EASY/INTERMEDIATE,32.228368,-111.025616,https://www.mtbproject.com/trail/7035692/marker-1-marker-4-anklam-access,"South Tucson, AZ",#830,2.0 (2),,,,,16',3',1%,3%,"2,498'","2,482'",Leashed,Unknown
Marker 8 - Marker 27,"0.3
    mi",EASY/INTERMEDIATE,32.23178,-111.024124,https://www.mtbproject.com/trail/7035755/marker-8-marker-27,"Flowing Wells, AZ",#831,2.0 (2),,,,,74',1',5%,7%,"2,513'","2,439'",Off-leash,Unknown
Elephant Head Trail,"11.7
    mi",DIFFICULT,31.674423,-110.949663,https://www.mtbproject.com/trail/7000047/elephant-head-trail,"Tubac, AZ",#832,2.0 (1),Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,USFS - Coronado National Forest Office,http://www.fs.usda.gov/coronado,"1,525'","1,697'",5%,19%,"4,670'","3,576'",Unknown,Unknown
Coconino Rim Road/FS-310,"20.1
    mi",EASY,35.968174,-111.972197,https://www.mtbproject.com/trail/7022882/coconino-rim-roadfs-310,"Grand Canyon, AZ",#833,2.0 (1),USFS - Kaibab National Forest Office,http://www.fs.usda.gov/kaibab,,,387',822',1%,5%,"7,533'","7,036'",Unknown,Unknown
Forest Road 418,"11.5
    mi",EASY,35.375208,-111.596396,https://www.mtbproject.com/trail/7000140/forest-road-418,"Flagstaff, AZ",#834,2.0 (1),Flagstaff Biking Organization,https://www.mtbproject.com/club/910893/flagstaff-biking-organization,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,"1,274'",705',3%,11%,"8,498'","7,377'",Unknown,Unknown
Garden Canyon Linear Park Trail,"2.7
    mi",INTERMEDIATE,31.510643,-110.259173,https://www.mtbproject.com/trail/4938246/garden-canyon-linear-park-trail,"Sierra Vista, AZ",#835,2.0 (1),,,,,138',47',1%,3%,"4,746'","4,608'",Unknown,Unknown
Moab,"2.1
    mi",INTERMEDIATE,32.754673,-114.488828,https://www.mtbproject.com/trail/7011771/moab,"Yuma, AZ",#836,2.0 (1),Desert Mountain Bikers of Yuma,https://www.mtbproject.com/club/7000176/desert-mountain-bikers-of-yuma,BLM Arizona - Yuma Field Office,http://www.blm.gov/az/st/en/prog/recreation/hiking/betty_kitch.html,250',4',2%,7%,447',201',Unknown,Unknown
Mohave Wash Path,"4.0
    mi",EASY,35.218557,-114.03154,https://www.mtbproject.com/trail/7040848/mohave-wash-path,"Kingman, AZ",#837,2.0 (1),City of Kingman,http://www.cityofkingman.gov/,,,0',107',1%,1%,"3,422'","3,315'",Leashed,Unknown
Hidden Canyon Trail,"1.5
    mi",VERY DIFFICULT,32.216885,-111.050023,https://www.mtbproject.com/trail/7056939/hidden-canyon-trail,"Tucson Estates, AZ",#838,2.0 (1),"Pima County - Natural Resources, Parks and Recreation",http://webcms.pima.gov/government/natural_resources_parks_and_recreation/,,,346',271',8%,17%,"3,087'","2,741'",Unknown,Not Allowed
Old Senator Road,"2.5
    mi",EASY,34.522836,-112.460683,https://www.mtbproject.com/trail/7012673/old-senator-road,"Prescott, AZ",#839,2.0 (1),USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,,,325',115',3%,7%,"6,024'","5,760'",Unknown,Unknown
Las Lomitas Trail,"2.1
    mi",INTERMEDIATE,33.338036,-112.086553,https://www.mtbproject.com/trail/7024780/las-lomitas-trail,"Laveen, AZ",#840,2.0 (1),City of Phoenix - Trails and Desert Preserves,http://phoenix.gov/recreation/rec/parks/preserves/index.html,,,93',243',3%,9%,"1,574'","1,363'",Leashed,Allowed
Desert Iguana (H-5),"1.0
    mi",EASY,33.694139,-112.201933,https://www.mtbproject.com/trail/7000753/desert-iguana-h-5,"Peoria, AZ",#841,2.0 (1),Desert Foothills Mountain Bike Association,https://www.mtbproject.com/club/6282206/desert-foothills-mountain-bike-association,City of Glendale,http://www.glendaleaz.com/parksandrecreation/thunderbirdpark.cfm,113',47',3%,7%,"1,407'","1,339'",Leashed,Unknown
Kofa Queen Canyon Road,"5.0
    mi",INTERMEDIATE,33.371531,-114.164239,https://www.mtbproject.com/trail/7022919/kofa-queen-canyon-road,"Quartzsite, AZ",#842,2.0 (1),,,,,746',25',3%,11%,"2,283'","1,537'",Unknown,Unknown
Canal Route,"3.6
    mi",EASY,32.758828,-114.496149,https://www.mtbproject.com/trail/7014927/canal-route,"Yuma, AZ",#843,2.0 (1),BLM Arizona - Yuma Field Office,http://www.blm.gov/az/st/en/prog/recreation/hiking/betty_kitch.html,,,180',84',1%,8%,298',178',Unknown,Unknown
GOAT Trail,"0.6
    mi",DIFFICULT,33.319294,-112.047907,https://www.mtbproject.com/trail/7057005/goat-trail,"Apache Junction, AZ",#844,2.0 (1),Hawes Trail Alliance,https://www.mtbproject.com/club/7000810/hawes-trail-alliance,,,158',179',10%,26%,"2,639'","2,484'",Unknown,Unknown
Kiko Fitness Trail,"2.7
    mi",EASY,33.041811,-109.300689,https://www.mtbproject.com/trail/7052125/kiko-fitness-trail,"Clifton, AZ",#845,2.0 (1),,,,,360',14',3%,9%,"3,951'","3,596'",Leashed,Allowed
Trail 391 - High Valley Ranch Trail,"0.9
    mi",INTERMEDIATE,34.516589,-112.520852,https://www.mtbproject.com/trail/7002332/trail-391-high-valley-ranch-trail,"Prescott, AZ",#846,2.0 (1),Prescott Mountain Bike Alliance,https://www.mtbproject.com/club/31782/prescott-mountain-bike-alliance,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,288',29',6%,15%,"6,317'","6,035'",Leashed,Unknown
Inner Basin Trail (Upper),"1.1
    mi",INTERMEDIATE,35.346211,-111.64389,https://www.mtbproject.com/trail/7000228/inner-basin-trail-upper,"Flagstaff, AZ",#847,2.0 (1),Flagstaff Biking Organization,https://www.mtbproject.com/club/910893/flagstaff-biking-organization,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,543',0',10%,21%,"9,967'","9,425'",Unknown,Unknown
Forest Road 552,"3.6
    mi",EASY,35.35652,-111.623094,https://www.mtbproject.com/trail/7000139/forest-road-552,"Flagstaff, AZ",#848,2.0 (1),Flagstaff Biking Organization,https://www.mtbproject.com/club/910893/flagstaff-biking-organization,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,0',"1,032'",5%,13%,"8,631'","7,599'",Unknown,Unknown
Rasmussen Road Extended (8112),"4.1
    mi",EASY,32.400947,-112.932164,https://www.mtbproject.com/trail/7057122/rasmussen-road-extended-8112,"Ajo, AZ",#849,2.0 (1),BLM - Lower Sonoran Field Office,https://www.blm.gov/office/lower-sonoran-field-office,,,187',51',1%,3%,"1,758'","1,586'",Unknown,Unknown
